time,latitude,longitude,t2m,tp,d2m,number,temp_C,dewpoint_C,precip_mm,RH,outbreak_idx,outbreak_date,sno,week_of_outbreak,state_ut,district,Disease,Cases,Deaths,day,mon,year,Latitude,Longitude,preci,Temp,week_num,precip_roll3_std,precip_7sum,stagnation,temp_suit,rain_suit,rh_suit,MSI,LAI,cases,lai_suit,MSI_new
2013-07-22,28.6,77.19999999999999,298.54218,0.007010262,297.98987,0.0,25.392181,24.839874,7.010262,96.763405,12,2013-09-16,5951,38th week,Delhi,New Delhi,Dengue,1345.0,2.0,11,7,2013,28.6138954,77.2090057,0.5165098757,308.8066666,38,0.0,7.0102620124816895,1,0.8937387509881094,0.2336754,0.9352681000000002,0.7081785625217016,0.631119341435483,1345.0,0.12622386828709659,0.6165289740526632
2013-07-23,28.6,77.19999999999999,298.50067,0.00928772,297.4509,0.0,25.350677,24.300903,9.28772,93.92522,12,2013-09-16,5951,38th week,Delhi,New Delhi,Dengue,1345.0,2.0,11,7,2013,28.6138954,77.2090057,0.5165098757,308.8066666,38,1.6104057934921543,16.29798173904419,1,0.8903294944011094,0.3095906666666667,0.8785044,0.7125603113097605,0.6704631222578659,1345.0,0.13409262445157316,0.6205693359840918
2013-07-24,28.6,77.19999999999999,300.01517,0.0030417775,298.35834,0.0,26.865173,25.208344,3.0417776,90.66261,12,2013-09-16,5951,38th week,Delhi,New Delhi,Dengue,1345.0,2.0,11,7,2013,28.6138954,77.2090057,0.5165098757,308.8066666,38,3.1608932018156333,19.339759349823,0,0.9798776200011093,0.10139258666666667,0.8132522,0.6663445064192638,0.7098069030802489,1345.0,0.14196138061604976,0.603272281456987
2013-07-25,28.6,77.19999999999999,298.799,0.013383159,298.21564,0.0,25.649017,25.065643,13.38316,96.59052,12,2013-09-16,5951,38th week,Delhi,New Delhi,Dengue,1345.0,2.0,11,7,2013,28.6138954,77.2090057,0.5165098757,308.8066666,38,5.207824292974986,32.72291898727417,0,0.9136387333392344,0.44610533333333335,0.9318103999999999,0.7788302361217794,0.6830725594340542,1345.0,0.13661451188681084,0.6683615423797226
2013-07-26,28.6,77.19999999999999,298.10095,0.014996751,297.59116,0.0,24.950958,24.441162,14.996751,96.99953,12,2013-09-16,5951,38th week,Delhi,New Delhi,Dengue,1345.0,2.0,11,7,2013,28.6138954,77.2090057,0.5165098757,308.8066666,38,6.486771712160029,47.719669818878174,0,0.8547397325349375,0.4998917,0.9399905999999999,0.7738605727979447,0.6563382157878594,1345.0,0.1312676431575719,0.6561258816454896
2013-07-27,28.6,77.19999999999999,298.6825,0.00225556,297.43488,0.0,25.532501,24.284882,2.25556,92.8266,12,2013-09-16,5951,38th week,Delhi,New Delhi,Dengue,1345.0,2.0,11,7,2013,28.6138954,77.2090057,0.5165098757,308.8066666,38,6.93739982269097,49.97522974014282,0,0.9048663857031094,0.07518533333333334,0.856532,0.6414617550277617,0.6296038721416648,1345.0,0.12592077442833297,0.5734741758335771
2013-07-28,28.6,77.19999999999999,299.07867,0.0022789694,298.27225,0.0,25.92868,25.122253,2.2789693,95.32359,12,2013-09-16,5951,38th week,Delhi,New Delhi,Dengue,1345.0,2.0,11,7,2013,28.6138954,77.2090057,0.5165098757,308.8066666,38,7.349381620316111,52.25419902801514,0,0.932963022775,0.07596564333333333,0.9064717999999999,0.6679164716990199,0.6028695284954702,1345.0,0.12057390569909403,0.5937874789164854
2013-07-29,28.6,77.19999999999999,299.78455,0.0019724201,298.5744,0.0,26.634552,25.424408,1.9724201,93.090256,12,2013-09-16,5951,38th week,Delhi,New Delhi,Dengue,1345.0,2.0,11,7,2013,28.6138954,77.2090057,0.5165098757,308.8066666,38,0.1706304807006007,47.21635711193085,0,0.970867996239,0.06574733666666667,0.86180512,0.6666129339167383,0.6480834145816076,1345.0,0.1296166829163215,0.5997810264121977
2013-07-29,28.6,77.19999999999999,299.78455,0.0019724201,298.5744,0.0,26.634552,25.424408,1.9724201,93.090256,13,2013-09-23,5979,39th week,Delhi,New Delhi,Dengue,2115.0,3.0,11,7,2013,28.6138954,77.2090057,0.5165098757,308.8066666,39,0.0,1.9724200963974,1,0.970867996239,0.06574733666666667,0.86180512,0.6666129339167383,0.6480834145816076,2115.0,0.1296166829163215,0.5997810264121977
2013-07-30,28.6,77.19999999999999,299.14,0.0075655566,298.4877,0.0,25.99002,25.337708,7.5655565,96.2039,12,2013-09-16,5951,38th week,Delhi,New Delhi,Dengue,1345.0,2.0,11,7,2013,28.6138954,77.2090057,0.5165098757,308.8066666,38,3.144443569146526,45.49419391155243,0,0.9368746937437501,0.25218521666666666,0.9240780000000001,0.7276288808414246,0.693297300667745,1345.0,0.138659460133549,0.6377344128575432
2013-07-30,28.6,77.19999999999999,299.14,0.0075655566,298.4877,0.0,25.99002,25.337708,7.5655565,96.2039,13,2013-09-23,5979,39th week,Delhi,New Delhi,Dengue,2115.0,3.0,11,7,2013,28.6138954,77.2090057,0.5165098757,308.8066666,39,3.954944697603679,9.537976622581482,1,0.9368746937437501,0.25218521666666666,0.9240780000000001,0.7276288808414246,0.693297300667745,2115.0,0.138659460133549,0.6377344128575432
2013-07-31,28.6,77.19999999999999,298.30023,0.01815845,297.7318,0.0,25.150238,24.581818,18.158451,96.66447,12,2013-09-16,5951,38th week,Delhi,New Delhi,Dengue,1345.0,2.0,11,7,2013,28.6138954,77.2090057,0.5165098757,308.8066666,38,8.220707483441567,60.610867381095886,0,0.8731071334899376,0.6052817,0.9332893999999999,0.8108141666685698,0.7385111867538825,1345.0,0.1477022373507765,0.6864975208661304
2013-07-31,28.6,77.19999999999999,298.30023,0.01815845,297.7318,0.0,25.150238,24.581818,18.158451,96.66447,13,2013-09-23,5979,39th week,Delhi,New Delhi,Dengue,2115.0,3.0,11,7,2013,28.6138954,77.2090057,0.5165098757,308.8066666,39,8.220707483441567,27.696427702903748,0,0.8731071334899376,0.6052817,0.9332893999999999,0.8108141666685698,0.7385111867538825,2115.0,0.1477022373507765,0.6864975208661304
2013-08-01,28.6,77.19999999999999,298.4768,0.024369923,297.86902,0.0,25.326813,24.719025,24.369923,96.44171,12,2013-09-16,5951,38th week,Delhi,New Delhi,Dengue,1345.0,2.0,11,7,2013,28.6138954,77.2090057,0.5165098757,308.8066666,38,8.496847595472197,71.59763038158417,0,0.8883448634848595,0.8123307666666667,0.9288342,0.8776874317785259,0.7837250728400199,1345.0,0.156745014568004,0.7349199416408779
2013-08-01,28.6,77.19999999999999,298.4768,0.024369923,297.86902,0.0,25.326813,24.719025,24.369923,96.44171,13,2013-09-23,5979,39th week,Delhi,New Delhi,Dengue,2115.0,3.0,11,7,2013,28.6138954,77.2090057,0.5165098757,308.8066666,39,8.496847595472197,52.0663503408432,0,0.8883448634848595,0.8123307666666667,0.9288342,0.8776874317785259,0.7837250728400199,2115.0,0.156745014568004,0.7349199416408779
2013-08-02,28.6,77.19999999999999,299.88864,0.0026071093,296.85217,0.0,26.738647,23.702179,2.6071093,83.46445,13,2013-09-23,5979,39th week,Delhi,New Delhi,Dengue,2115.0,3.0,11,7,2013,28.6138954,77.2090057,0.5165098757,308.8066666,39,11.210461288801731,54.673459649086,0,0.9751404470217344,0.08690364333333332,0.669289,0.6169139612875879,0.6392960238416416,2115.0,0.12785920476832832,0.5668665484290262
2013-08-02,28.6,77.19999999999999,299.88864,0.0026071093,296.85217,0.0,26.738647,23.702179,2.6071093,83.46445,12,2013-09-16,5951,38th week,Delhi,New Delhi,Dengue,1345.0,2.0,11,7,2013,28.6138954,77.2090057,0.5165098757,308.8066666,38,11.210461288801731,59.20798885822296,0,0.9751404470217344,0.08690364333333332,0.669289,0.6169139612875879,0.6392960238416416,1345.0,0.12785920476832832,0.5668665484290262
2013-08-03,28.6,77.19999999999999,299.86005,0.0011388839,296.99338,0.0,26.710052,23.843384,1.1388838,84.318474,13,2013-09-23,5979,39th week,Delhi,New Delhi,Dengue,2115.0,3.0,11,7,2013,28.6138954,77.2090057,0.5165098757,308.8066666,39,13.009335713362413,55.81234347820282,0,0.9740005337077501,0.03796279333333333,0.6863694799999999,0.6068999025744852,0.4948669748432635,2115.0,0.09897339496865269,0.5542613471434972
2013-08-03,28.6,77.19999999999999,299.86005,0.0011388839,296.99338,0.0,26.710052,23.843384,1.1388838,84.318474,12,2013-09-16,5951,38th week,Delhi,New Delhi,Dengue,1345.0,2.0,11,7,2013,28.6138954,77.2090057,0.5165098757,308.8066666,38,13.009335713362413,58.091312766075134,0,0.9740005337077501,0.03796279333333333,0.6863694799999999,0.6068999025744852,0.4948669748432635,1345.0,0.09897339496865269,0.5542613471434972
